,Gebiet,Sachmerkmal,Jahr,Nettoeinkommen
280,Gohlis-Mitte,Haushaltseinkommen,2013,"2113,41067083734"
281,Gohlis-Nord,Haushaltseinkommen,2013,"1524,52593180408"
282,Eutritzsch,Haushaltseinkommen,2013,"1469,84754599768"
283,Seehausen,Haushaltseinkommen,2013,"2022,45816736575"
284,Wiederitzsch,Haushaltseinkommen,2013,"2363,57243061747"
285,Mitte,Haushaltseinkommen,2013,"1597,05974062865"
286,Nordost,Haushaltseinkommen,2013,"1491,57963589401"
287,Ost,Haushaltseinkommen,2013,"1388,56683073784"
288,Suedost,Haushaltseinkommen,2013,"1497,28098069229"
289,Sued,Haushaltseinkommen,2013,"1612,32088559364"
290,Suedwest,Haushaltseinkommen,2013,"1520,31546550113"
291,West,Haushaltseinkommen,2013,"1334,99548165629"
292,Alt-West,Haushaltseinkommen,2013,"1497,36143568816"
293,Nordwest,Haushaltseinkommen,2013,"1695,47569330616"
294,Nord,Haushaltseinkommen,2013,"1810,25693217699"
295,Stadt Leipzig,Haushaltseinkommen,2013,"1549,23950166622"
296,Zentrum,Persoenliches Einkommen,2015,"1195,05979980502"
297,Zentrum-Ost,Persoenliches Einkommen,2015,"1558,46446293875"
298,Zentrum-Suedost,Persoenliches Einkommen,2015,"1179,72791979858"
299,Zentrum-Sued,Persoenliches Einkommen,2015,"1537,93512629354"
300,Zentrum-West,Persoenliches Einkommen,2015,"1583,09343883357"
301,Zentrum-Nordwest,Persoenliches Einkommen,2015,"1807,86573966689"
302,Zentrum-Nord,Persoenliches Einkommen,2015,"1557,63231593991"
303,Schoenefeld-Abtnaundorf,Persoenliches Einkommen,2015,"1204,97758710458"
304,Schoenefeld-Ost,Persoenliches Einkommen,2015,"1121,43398129717"
305,Mockau-Sued,Persoenliches Einkommen,2015,"1326,95009276871"
306,Mockau-Nord,Persoenliches Einkommen,2015,"1155,2437662091"
307,Thekla,Persoenliches Einkommen,2015,"1205,32315560565"
308,Plaussig-Portitz,Persoenliches Einkommen,2015,"1459,96324414859"
309,Neustadt-Neuschoenefeld,Persoenliches Einkommen,2015,"947,360843637112"
310,Volkmarsdorf,Persoenliches Einkommen,2015,"924,338287348429"
311,Anger-Crottendorf,Persoenliches Einkommen,2015,"1320,67706251846"
312,Sellerhausen-Stuenz,Persoenliches Einkommen,2015,"1211,96733997694"
313,Paunsdorf,Persoenliches Einkommen,2015,"1204,22404554281"
314,Heiterblick,Persoenliches Einkommen,2015,"1400,26492239537"
315,Moelkau,Persoenliches Einkommen,2015,"1479,59104909432"
316,Engelsdorf,Persoenliches Einkommen,2015,"1496,44038513096"
317,Baalsdorf,Persoenliches Einkommen,2015,"1810,05333331238"
318,Althen-Kleinpoesna,Persoenliches Einkommen,2015,"1578,78731880601"
319,Reudnitz-Thonberg,Persoenliches Einkommen,2015,"1196,28809748242"
320,Stoetteritz,Persoenliches Einkommen,2015,"1523,60704838855"
321,Probstheida,Persoenliches Einkommen,2015,"1496,00157591398"
322,Meusdorf,Persoenliches Einkommen,2015,"1180,92415912393"
323,Liebertwolkwitz,Persoenliches Einkommen,2015,"1372,95561414884"
324,Holzhausen,Persoenliches Einkommen,2015,"1442,10168264056"
325,Suedvorstadt,Persoenliches Einkommen,2015,"1549,69013456476"
326,Connewitz,Persoenliches Einkommen,2015,"1302,1403693914"
327,Marienbrunn,Persoenliches Einkommen,2015,"1483,60343189898"
328,Loessnig,Persoenliches Einkommen,2015,"1108,65184686779"
329,"Doelitz-Doesen,Persoenliches Einkommen,1149","80949230727""",2015,"1407,49912911147"
330,"Schleussig,Persoenliches Einkommen,1164","56017966956""",2015,"1684,48133255746"
331,"Plagwitz,Persoenliches Einkommen,1225","02248661079""",2015,"1423,2728145209"
332,"Kleinzschocher,Persoenliches Einkommen,960","714072472308""",2015,"1473,03984712155"
333,"Grosszschocher,Persoenliches Einkommen,1095","87639447864""",2015,"1436,3651771435"
334,"Knautkleeberg-Knauthain,Persoenliches Einkommen,1150","6422073346""",2015,"1561,96637182497"
335,"Hartmannsdorf-Knautnaundorf,Persoenliches Einkommen,1097","4459160057""",2015,"1560,26836353576"
336,"Schoenau,Persoenliches Einkommen,1044","99386350261""",2015,"1391,70069053101"
337,"Gruenau-Ost,Persoenliches Einkommen,1063","50109594185""",2015,"1150,6893535596"
338,"Gruenau-Mitte,Persoenliches Einkommen,928","989237574649""",2015,"1331,17178240257"
339,"Gruenau-Siedlung,Persoenliches Einkommen,1198","66100062977""",2015,"1651,74733113122"
340,"Lausen-Gruenau,Persoenliches Einkommen,976","025968696877""",2015,"1380,97460535894"
341,"Gruenau-Nord,Persoenliches Einkommen,895","112599069049""",2015,"1279,71040869068"
342,"Miltitz,Persoenliches Einkommen,1181","71001321242""",2015,"1550,99297336722"
343,"Lindenau,Persoenliches Einkommen,893","739774758912""",2015,"1137,32126233122"
344,"Altlindenau,Persoenliches Einkommen,1025","93236873067""",2015,"1420,20284987721"
345,"Neulindenau,Persoenliches Einkommen,1077","43033609746""",2015,"1288,21677524233"
346,"Leutzsch,Persoenliches Einkommen,1133","13320492051""",2015,"1498,2441177064"
347,"Boehlitz-Ehrenberg,Persoenliches Einkommen,1080","37539931653""",2015,"1656,86571420307"
348,"Burghausen-Rueckmarsdorf,Persoenliches Einkommen,1153","49380836073""",2015,"1617,83574392671"
349,"Moeckern,Persoenliches Einkommen,994","130490681782""",2015,"1425,58952352027"
350,"Wahren,Persoenliches Einkommen,1111","27972870703""",2015,"1486,48365349333"
351,"Luetzschena-Stahmeln,Persoenliches Einkommen,1107","99210573493""",2015,"1462,48748849787"
352,"Lindenthal,Persoenliches Einkommen,1147","21505221923""",2015,"1658,4335221951"
353,"Gohlis-Sued,Persoenliches Einkommen,1164","01892795164""",2015,"1804,09930717605"
354,"Gohlis-Mitte,Persoenliches Einkommen,1240","11222698576""",2015,"1724,8258729023"
355,"Gohlis-Nord,Persoenliches Einkommen,1158","22687294858""",2015,"1412,91136295929"
356,"Eutritzsch,Persoenliches Einkommen,1170","86064854204""",2015,"1454,41243894891"
357,"Seehausen,Persoenliches Einkommen,1215","85207009075""",2015,"1532,34786335259"
358,"Wiederitzsch,Persoenliches Einkommen,1182","25930901437""",2015,"1679,66831269493"
359,"Mitte,Persoenliches Einkommen,1232","61291070668""",2015,"1425,48164667381"
360,"Nordost,Persoenliches Einkommen,997","115176850823""",2015,"1238,51966962911"
361,"Ost,Persoenliches Einkommen,990","597956224431""",2015,"1198,02470412333"
362,"Suedost,Persoenliches Einkommen,1022","17417273885""",2015,"1254,75192836033"
363,"Sued,Persoenliches Einkommen,1086","11466049852""",2015,"1325,853315684"
364,"Suedwest,Persoenliches Einkommen,1084","33778742868""",2015,"1406,81116968633"
365,"West,Persoenliches Einkommen,1028","50127157781""",2015,"1273,69454967225"
366,"Alt-West,Persoenliches Einkommen,1060","35697905217""",2015,"1352,60709704827"
367,"Nordwest,Persoenliches Einkommen,1006","9258674381""",2015,"1454,06644984535"
368,"Nord,Persoenliches Einkommen,1201","27377553616""",2015,"1523,43327724741"
369,"Stadt Leipzig,Persoenliches Einkommen,1066","01430298254""",2015,"1327,75857836967"
370,"Zentrum,Haushaltseinkommen,1087","80187132455""",2015,"1795,50920370952"
371,"Zentrum-Ost,Haushaltseinkommen,1466","06678370279""",2015,"2348,54903677148"
372,"Zentrum-Suedost,Haushaltseinkommen,1202","33006688454""",2015,"1193,04355399358"
373,"Zentrum-Sued,Haushaltseinkommen,1544","51700734588""",2015,"2042,69185058212"
374,"Zentrum-West,Haushaltseinkommen,1530","99167808915""",2015,"2283,19636452758"
375,"Zentrum-Nordwest,Haushaltseinkommen,2131","48217842793""",2015,"2376,30736287979"
376,"Zentrum-Nord,Haushaltseinkommen,1471","54674208864""",2015,"2381,93861818003"
377,"Schoenefeld-Abtnaundorf,Haushaltseinkommen,1096","48429727869""",2015,"1684,94916556228"
378,"Schoenefeld-Ost,Haushaltseinkommen,1342","257274574""",2015,"1352,95030403813"
379,"Mockau-Sued,Haushaltseinkommen,1269","23100664899""",2015,"1666,13650289409"
380,"Mockau-Nord,Haushaltseinkommen,1236","96250899009""",2015,"1726,87657713495"
381,"Thekla,Haushaltseinkommen,1370","00408535438""",2015,"1688,1714832035"
382,"Plaussig-Portitz,Haushaltseinkommen,1900","90504995806""",2015,"2248,30008401663"
383,Neustadt-Neuschoenefeld,Haushaltseinkommen,2015,"1425,43458723165"
384,Volkmarsdorf,Haushaltseinkommen,2015,"1216,77713536551"
385,Anger-Crottendorf,Haushaltseinkommen,2015,"1622,09109987986"
386,Sellerhausen-Stuenz,Haushaltseinkommen,2015,"1538,31983239689"
387,Paunsdorf,Haushaltseinkommen,2015,"1359,00832872344"
388,Heiterblick,Haushaltseinkommen,2015,"1828,5874985648"
389,Moelkau,Haushaltseinkommen,2015,"2375,39749252224"
390,Engelsdorf,Haushaltseinkommen,2015,"2157,11645637386"
391,Baalsdorf,Haushaltseinkommen,2015,"3187,49854579743"
392,Althen-Kleinpoesna,Haushaltseinkommen,2015,"2517,90099018648"
393,Reudnitz-Thonberg,Haushaltseinkommen,2015,"1679,41206059639"
394,Stoetteritz,Haushaltseinkommen,2015,"2088,94975502878"
395,Probstheida,Haushaltseinkommen,2015,"2141,10664230485"
396,Meusdorf,Haushaltseinkommen,2015,"1442,36112849972"
397,Liebertwolkwitz,Haushaltseinkommen,2015,"2119,78303038633"
398,Holzhausen,Haushaltseinkommen,2015,"2324,92217322551"
399,Suedvorstadt,Haushaltseinkommen,2015,"1917,52407818002"
400,Connewitz,Haushaltseinkommen,2015,"1698,58114065749"
401,Marienbrunn,Haushaltseinkommen,2015,"1935,99208101094"
402,Loessnig,Haushaltseinkommen,2015,"1451,17790719138"
403,Doelitz-Doesen,Haushaltseinkommen,2015,"1960,44781549116"
404,Schleussig,Haushaltseinkommen,2015,"2509,46316146504"
405,Plagwitz,Haushaltseinkommen,2015,"1884,32572118795"
406,Kleinzschocher,Haushaltseinkommen,2015,"1855,4972435944"
407,Grosszschocher,Haushaltseinkommen,2015,"1676,54580547317"
408,Knautkleeberg-Knauthain,Haushaltseinkommen,2015,"1885,13488858871"
409,Hartmannsdorf-Knautnaundorf,Haushaltseinkommen,2015,"2274,62824484607"
410,Schoenau,Haushaltseinkommen,2015,"1991,48839327649"
411,Gruenau-Ost,Haushaltseinkommen,2015,"1298,24486234828"
412,Gruenau-Mitte,Haushaltseinkommen,2015,"1434,52606600886"
413,Gruenau-Siedlung,Haushaltseinkommen,2015,"1831,39225160441"
414,Lausen-Gruenau,Haushaltseinkommen,2015,"1454,0983541273"
415,Gruenau-Nord,Haushaltseinkommen,2015,"1256,39482825421"
416,Miltitz,Haushaltseinkommen,2015,"2126,04082977264"
417,Lindenau,Haushaltseinkommen,2015,"1630,50662252789"
418,Altlindenau,Haushaltseinkommen,2015,"1666,48518908535"
419,Neulindenau,Haushaltseinkommen,2015,"1460,92618310222"
420,Leutzsch,Haushaltseinkommen,2015,"2002,46343429312"
421,Boehlitz-Ehrenberg,Haushaltseinkommen,2015,"2178,52617513758"
422,Burghausen-Rueckmarsdorf,Haushaltseinkommen,2015,"2197,02796492884"
423,Moeckern,Haushaltseinkommen,2015,"1989,34713982212"
424,Wahren,Haushaltseinkommen,2015,"2131,92695171173"
425,Luetzschena-Stahmeln,Haushaltseinkommen,2015,"2445,4735046325"
426,Lindenthal,Haushaltseinkommen,2015,"1705,46298075711"
427,Gohlis-Sued,Haushaltseinkommen,2015,"2127,22178626301"
428,Gohlis-Mitte,Haushaltseinkommen,2015,"2276,45681558218"
429,Gohlis-Nord,Haushaltseinkommen,2015,"1507,41097995093"
430,Eutritzsch,Haushaltseinkommen,2015,"1367,53126161063"
431,Seehausen,Haushaltseinkommen,2015,"2110,48671873532"
432,Wiederitzsch,Haushaltseinkommen,2015,"2280,2092094888"
433,Mitte,Haushaltseinkommen,2015,"1889,01230902593"
434,Nordost,Haushaltseinkommen,2015,"1443,08053544643"
435,Ost,Haushaltseinkommen,2015,"1506,88122845234"
436,Suedost,Haushaltseinkommen,2015,"1774,7056021372"
437,Sued,Haushaltseinkommen,2015,"1668,41223761526"
438,Suedwest,Haushaltseinkommen,2015,"1807,13125627589"
439,West,Haushaltseinkommen,2015,"1429,6036265547"
440,Alt-West,Haushaltseinkommen,2015,"1683,66000738947"
441,Nordwest,Haushaltseinkommen,2015,"1814,65430348782"
442,Nord,Haushaltseinkommen,2015,"2015,14374538079"
443,Stadt Leipzig,Haushaltseinkommen,2015,"1665,47509718609"
444,Zentrum,Persoenliches Einkommen,2017,"1447,96220968878"
445,Zentrum-Ost,Persoenliches Einkommen,2017,"1707,7767078668"
446,Zentrum-Suedost,Persoenliches Einkommen,2017,"1162,74304023383"
447,Zentrum-Sued,Persoenliches Einkommen,2017,"1637,51749650758"
448,Zentrum-West,Persoenliches Einkommen,2017,"1783,84788913395"
449,Zentrum-Nordwest,Persoenliches Einkommen,2017,"1923,41772023745"
450,Zentrum-Nord,Persoenliches Einkommen,2017,"1737,51290101109"
451,Schoenefeld-Abtnaundorf,Persoenliches Einkommen,2017,"1340,71127216007"
452,Schoenefeld-Ost,Persoenliches Einkommen,2017,"1236,18403115057"
453,Mockau-Sued,Persoenliches Einkommen,2017,"1266,88307890095"
454,Mockau-Nord,Persoenliches Einkommen,2017,"1216,56876435786"
455,Thekla,Persoenliches Einkommen,2017,"1329,34711248885"
456,Plaussig-Portitz,Persoenliches Einkommen,2017,"1496,59976308774"
457,Neustadt-Neuschoenefeld,Persoenliches Einkommen,2017,"1420,55802987529"
458,Volkmarsdorf,Persoenliches Einkommen,2017,"946,396383044053"
459,Anger-Crottendorf,Persoenliches Einkommen,2017,"1282,69187353148"
460,Sellerhausen-Stuenz,Persoenliches Einkommen,2017,"1266,31003572819"
461,Paunsdorf,Persoenliches Einkommen,2017,"1283,32859339474"
462,Heiterblick,Persoenliches Einkommen,2017,"1636,60981814944"
463,Moelkau,Persoenliches Einkommen,2017,"1593,13945191246"
464,Engelsdorf,Persoenliches Einkommen,2017,"1620,55980647377"
465,Baalsdorf,Persoenliches Einkommen,2017,"1726,693663691"
466,Althen-Kleinpoesna,Persoenliches Einkommen,2017,"1659,74859229751"
467,Reudnitz-Thonberg,Persoenliches Einkommen,2017,"1264,71041816604"
468,Stoetteritz,Persoenliches Einkommen,2017,"1484,89035992886"
469,Probstheida,Persoenliches Einkommen,2017,"1369,81657962768"
470,Meusdorf,Persoenliches Einkommen,2017,"1391,88187402242"
471,Liebertwolkwitz,Persoenliches Einkommen,2017,"1503,73090384943"
472,Holzhausen,Persoenliches Einkommen,2017,"1565,52595688623"
473,Suedvorstadt,Persoenliches Einkommen,2017,"1764,90163957372"
474,Connewitz,Persoenliches Einkommen,2017,"1322,87356459248"
475,Marienbrunn,Persoenliches Einkommen,2017,"1515,5836984607"
476,Loessnig,Persoenliches Einkommen,2017,"1300,58768362128"
477,"Doelitz-Doesen,Persoenliches Einkommen,1149","80949230727""",2017,"1629,92522741037"
478,"Schleussig,Persoenliches Einkommen,1164","56017966956""",2017,"2016,00190561904"
479,"Plagwitz,Persoenliches Einkommen,1225","02248661079""",2017,"1545,15003251269"
480,"Kleinzschocher,Persoenliches Einkommen,960","714072472308""",2017,"1478,86849476936"
481,"Grosszschocher,Persoenliches Einkommen,1095","87639447864""",2017,"1453,67040236266"
482,"Knautkleeberg-Knauthain,Persoenliches Einkommen,1150","6422073346""",2017,"1712,43967923897"
483,"Hartmannsdorf-Knautnaundorf,Persoenliches Einkommen,1097","4459160057""",2017,"1443,05946668469"
484,"Schoenau,Persoenliches Einkommen,1044","99386350261""",2017,"1684,02623773588"
485,"Gruenau-Ost,Persoenliches Einkommen,1063","50109594185""",2017,"1182,69119628374"
486,"Gruenau-Mitte,Persoenliches Einkommen,928","989237574649""",2017,"1269,92524687821"
487,"Gruenau-Siedlung,Persoenliches Einkommen,1198","66100062977""",2017,"1739,58072515402"
488,"Lausen-Gruenau,Persoenliches Einkommen,976","025968696877""",2017,"1380,261600346"
489,"Gruenau-Nord,Persoenliches Einkommen,895","112599069049""",2017,"1194,07532186042"
490,"Miltitz,Persoenliches Einkommen,1181","71001321242""",2017,"1563,47586429453"
491,"Lindenau,Persoenliches Einkommen,893","739774758912""",2017,"1735,64520001298"
492,"Altlindenau,Persoenliches Einkommen,1025","93236873067""",2017,"1391,17558208726"
493,"Neulindenau,Persoenliches Einkommen,1077","43033609746""",2017,"1488,14001614925"
494,"Leutzsch,Persoenliches Einkommen,1133","13320492051""",2017,"1500,28663051087"
495,"Boehlitz-Ehrenberg,Persoenliches Einkommen,1080","37539931653""",2017,"1486,11399089204"
496,"Burghausen-Rueckmarsdorf,Persoenliches Einkommen,1153","49380836073""",2017,"1924,44376348646"
497,"Moeckern,Persoenliches Einkommen,994","130490681782""",2017,"1646,72904302495"
498,"Wahren,Persoenliches Einkommen,1111","27972870703""",2017,"1411,51505626094"
499,"Luetzschena-Stahmeln,Persoenliches Einkommen,1107","99210573493""",2017,"1539,42255724326"
500,"Lindenthal,Persoenliches Einkommen,1147","21505221923""",2017,"1654,83512523133"
501,"Gohlis-Sued,Persoenliches Einkommen,1164","01892795164""",2017,"1820,95300994867"
502,"Gohlis-Mitte,Persoenliches Einkommen,1240","11222698576""",2017,"1700,4009859165"
503,"Gohlis-Nord,Persoenliches Einkommen,1158","22687294858""",2017,"1571,81406118917"
504,"Eutritzsch,Persoenliches Einkommen,1170","86064854204""",2017,"1652,39908135495"
505,"Seehausen,Persoenliches Einkommen,1215","85207009075""",2017,"1674,41448052915"
506,"Wiederitzsch,Persoenliches Einkommen,1182","25930901437""",2017,"1760,49111927625"
507,"Mitte,Persoenliches Einkommen,1232","61291070668""",2017,"1561,8037547802"
508,"Nordost,Persoenliches Einkommen,997","115176850823""",2017,"1242,69052355052"
509,"Ost,Persoenliches Einkommen,990","597956224431""",2017,"1291,57419446603"
510,"Suedost,Persoenliches Einkommen,1022","17417273885""",2017,"1410,79429914148"
511,"Sued,Persoenliches Einkommen,1086","11466049852""",2017,"1518,25164868368"
512,"Suedwest,Persoenliches Einkommen,1084","33778742868""",2017,"1532,00020536336"
513,"West,Persoenliches Einkommen,1028","50127157781""",2017,"1237,43877444886"
514,"Alt-West,Persoenliches Einkommen,1060","35697905217""",2017,"1428,25328021808"
515,"Nordwest,Persoenliches Einkommen,1006","9258674381""",2017,"1555,67514576419"
516,"Nord,Persoenliches Einkommen,1201","27377553616""",2017,"1668,64112830234"
517,"Stadt Leipzig,Persoenliches Einkommen,1066","01430298254""",2017,"1438,05230525735"
518,"Zentrum,Haushaltseinkommen,1087","80187132455""",2017,"1822,65240154552"
519,"Zentrum-Ost,Haushaltseinkommen,1466","06678370279""",2017,"2107,74565174664"
520,"Zentrum-Suedost,Haushaltseinkommen,1202","33006688454""",2017,"1493,28673402692"
521,"Zentrum-Sued,Haushaltseinkommen,1544","51700734588""",2017,"2200,6321561239"
522,"Zentrum-West,Haushaltseinkommen,1530","99167808915""",2017,"2470,29346539658"
523,"Zentrum-Nordwest,Haushaltseinkommen,2131","48217842793""",2017,"3669,96047866921"
524,"Zentrum-Nord,Haushaltseinkommen,1471","54674208864""",2017,"2335,25756725778"
525,"Schoenefeld-Abtnaundorf,Haushaltseinkommen,1096","48429727869""",2017,"1511,40633164421"
526,"Schoenefeld-Ost,Haushaltseinkommen,1342","257274574""",2017,"1643,75741535666"
527,"Mockau-Sued,Haushaltseinkommen,1269","23100664899""",2017,"2039,94856095609"
528,"Mockau-Nord,Haushaltseinkommen,1236","96250899009""",2017,"1830,96875607108"
529,"Thekla,Haushaltseinkommen,1370","00408535438""",2017,"2085,7863257147"
530,"Plaussig-Portitz,Haushaltseinkommen,1900","90504995806""",2017,"2290,38238202855"
531,Neustadt-Neuschoenefeld,Haushaltseinkommen,2017,"1653,09696304185"
532,Volkmarsdorf,Haushaltseinkommen,2017,"1283,91079743916"
533,Anger-Crottendorf,Haushaltseinkommen,2017,"1495,87663814143"
534,Sellerhausen-Stuenz,Haushaltseinkommen,2017,"1573,6151063466"
535,Paunsdorf,Haushaltseinkommen,2017,"1387,93727171953"
536,Heiterblick,Haushaltseinkommen,2017,"2046,95266581408"
537,Moelkau,Haushaltseinkommen,2017,"2242,34110366127"
538,Engelsdorf,Haushaltseinkommen,2017,"2274,52982776967"
539,Baalsdorf,Haushaltseinkommen,2017,"3319,13130165628"
540,Althen-Kleinpoesna,Haushaltseinkommen,2017,"2208,9324775477"
541,Reudnitz-Thonberg,Haushaltseinkommen,2017,"2038,40516276784"
542,Stoetteritz,Haushaltseinkommen,2017,"2087,63485942955"
543,Probstheida,Haushaltseinkommen,2017,"1595,68384294565"
544,Meusdorf,Haushaltseinkommen,2017,"2276,5366256256"
545,Liebertwolkwitz,Haushaltseinkommen,2017,"1906,49454086978"
546,Holzhausen,Haushaltseinkommen,2017,"1940,95653098206"
547,Suedvorstadt,Haushaltseinkommen,2017,"2456,64304557228"
548,Connewitz,Haushaltseinkommen,2017,"1696,98776843684"
549,Marienbrunn,Haushaltseinkommen,2017,"2016,64109420664"
550,Loessnig,Haushaltseinkommen,2017,"1629,2368470985"
551,Doelitz-Doesen,Haushaltseinkommen,2017,"2117,200375905"
552,Schleussig,Haushaltseinkommen,2017,"2268,77652476505"
553,Plagwitz,Haushaltseinkommen,2017,"1674,01825047494"
554,Kleinzschocher,Haushaltseinkommen,2017,"1957,14495211709"
555,Grosszschocher,Haushaltseinkommen,2017,"1885,35047164408"
556,Knautkleeberg-Knauthain,Haushaltseinkommen,2017,"2635,66019576384"
557,Hartmannsdorf-Knautnaundorf,Haushaltseinkommen,2017,"2594,68489575118"
558,Schoenau,Haushaltseinkommen,2017,"1505,85210470052"
559,Gruenau-Ost,Haushaltseinkommen,2017,"1396,04868101466"
